Wavelength (nm),60 s reaction,90 s reaction,120 s reaction,150 s reaction,180 s reaction,210 s reaction,240 s reaction,270 s reaction,300 s reaction,330 s reaction,360 s reaction,390 s reaction,420 s reaction,600 s reaction
573.9699707,48.07339096,46.04811478,35.03887939,45.82392502,49.34933472,55.37204361,40.36029816,42.44211578,64.44646454,53.61218262,52.32954788,62.40153503,38.03940582,71.45348358
575,47.51270294,45.15150833,34.57000351,44.34191895,47.92507935,53.55541992,38.88111496,40.5714798,60.45200729,52.01602173,49.28477859,58.7315712,36.26498795,67.52459717
576.0200195,47.28816986,44.61830521,34.26454163,43.38579941,46.64817047,52.12534332,36.89602661,38.78908539,57.81235886,49.14220047,47.13995361,55.51964569,34.37601089,63.51789093
577.0499878,46.10870361,43.63360596,33.4685173,41.67484283,45.87232208,50.15487671,36.1385231,37.72563171,55.29515839,47.11426163,44.99138641,54.11795425,33.449543,60.14083099
577.9400024,46.36823654,43.23433304,32.69181061,41.56277466,44.48294449,49.47159576,35.01926422,35.97328186,52.50875092,45.54625702,44.10819626,51.96455383,32.18272018,57.1953125
578.9699707,44.96506119,42.47468948,31.94922256,40.89100647,43.33013916,48.001297,34.03201294,35.2253685,49.57981873,43.61082077,42.16742706,49.08230591,31.06468582,54.29264832
580,44.10336304,41.54990768,31.60247231,40.22029495,42.49161148,47.12441254,33.31440353,34.26364899,47.14403915,42.43888092,40.66517258,47.86048508,30.25677681,50.91721725
581.0200195,44.08321381,41.15729523,30.40297508,39.54816055,41.49638367,45.87588501,32.14728546,33.29233551,44.8467865,40.65210342,38.89765167,46.19881439,29.31365395,49.02574539
582.0499878,43.07907867,40.24988556,30.53070068,38.37038422,40.93190765,45.19869614,31.12456322,32.43952942,43.10437775,39.58254242,37.15837097,45.21689606,27.74497223,46.86014557
582.9400024,42.57883072,39.50938797,30.64893532,37.63199234,39.82279205,43.83114243,30.84018707,31.91480827,41.37456131,38.6259079,36.41726303,43.4406929,27.29926491,44.55498886
583.9699707,42.12491989,39.40890884,29.47402573,36.95291519,38.78713226,43.07841873,29.87276268,31.17352486,39.58219147,37.57521057,35.51847076,41.28535461,26.84900284,42.47370148
585,41.39074326,38.78355026,29.32430267,36.4900322,38.90710449,41.52274704,29.5098629,30.00503349,38.93945694,36.41962051,33.93782425,40.67997742,26.09522247,40.96858978
586.0200195,41.06242371,37.85409927,28.37834549,36.18093491,38.04329681,41.45640564,28.9056778,29.557127,36.99329758,34.96305847,33.2015152,39.16765594,25.35951614,39.62634277
587.0499878,40.35788345,38.11787033,28.33786964,35.86087418,37.13863373,40.17726135,28.01254272,28.66394997,35.43984604,33.75328827,32.32442856,37.84599686,24.73094559,38.24666214
587.9400024,39.91290665,36.73630142,27.91871834,34.39639282,36.70368958,39.82144165,28.07683945,28.07120132,35.33383179,34.40723038,32.2204361,37.7446785,24.35706139,36.79480743
588.9699707,39.55942154,36.65473938,27.46020317,34.45118332,35.83189011,39.01304626,27.08456802,27.76655388,34.32107162,32.92969513,31.42918587,36.41001511,23.70893097,35.56988907
590,39.06926346,36.6120491,27.21762466,33.5369873,35.86236572,38.49645996,26.7793293,27.0527935,32.76766205,32.19112396,30.33151817,35.48312378,23.3125,34.49910355
591.0100098,38.72660828,35.88763428,26.90657234,33.12268829,34.90594482,37.80501556,26.48534203,26.9894619,32.33077621,31.3832283,29.27972412,34.73400116,22.8161602,33.73108673
592.0200195,38.44176865,35.34103394,26.5954361,32.94968414,34.3150444,37.67809296,25.55842972,26.23291588,31.26112747,30.738451,29.39128685,34.24460983,22.45539856,32.9489975
593.039978,37.82145691,35.44821548,26.14762688,32.78085709,34.32154083,37.09462357,25.09762955,25.77760506,30.26454353,30.58018112,28.76942825,33.70962906,22.07633209,32.05644226
594.0499878,37.20191193,34.44071579,26.01512909,31.95315933,33.75109863,36.24700546,25.40682983,25.79721642,29.53125381,30.14809799,28.26447105,33.22899628,21.60514069,31.22296143
595.0700073,36.6587944,33.82911682,25.52649307,31.50444794,33.39115906,36.00711441,25.26384354,25.62188148,29.29840088,30.08546638,27.91571999,32.79148865,21.42697906,30.46397018
595.9400024,36.13386536,34.51453781,25.41235542,31.60460663,33.44525146,34.80879593,24.66819572,25.27575684,29.53860474,29.02499199,27.40916252,31.97679329,21.06565475,30.32958412
596.9500122,36.06663132,33.37824249,25.11712646,30.79314041,32.41985321,35.40085602,23.95804214,24.71362877,28.78919029,28.70695686,27.19335556,31.995821,20.82869911,29.6331749
597.9699707,35.17437744,32.96004105,24.48734283,31.29281425,32.64832306,34.84710312,23.85856819,24.53090477,27.80457115,28.45211601,26.41921043,30.9542942,20.57751465,28.77902031
598.9799805,35.44447708,32.9094696,24.4874897,30.6839695,32.16242981,34.64347839,23.75547981,24.34055138,27.74062538,27.85268784,26.443573,30.86511421,20.62984657,28.15950012
600,34.95320129,32.20174026,24.27054787,29.73497581,31.54113579,34.41809845,23.63225937,23.99122238,27.33987427,27.70461464,25.77387238,30.22091484,20.05901527,27.84110832
